Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Italy,European Region of WHO,South West Europe,2014,51,12/15/2014,12/21/2014,187,187,0,27,11,0,1,39,0,0,1,1,40,,Sporadic
Italy,European Region of WHO,South West Europe,2014,52,12/22/2014,12/28/2014,111,111,0,18,8,0,0,26,2,0,1,3,29,,Sporadic
Italy,European Region of WHO,South West Europe,2015,1,12/29/2014,1/4/2015,276,275,0,63,12,0,10,85,2,0,3,5,90,,Sporadic
Italy,European Region of WHO,South West Europe,2015,2,1/5/2015,1/11/2015,457,456,0,145,29,0,12,186,1,0,6,7,193,,Local Outbreak
Italy,European Region of WHO,South West Europe,2015,3,1/12/2015,1/18/2015,834,837,0,265,108,0,11,384,11,0,6,17,401,,Regional Outbreak
Italy,European Region of WHO,South West Europe,2015,4,1/19/2015,1/25/2015,1079,1097,0,320,158,0,36,514,7,0,12,19,533,,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2015,5,1/26/2015,2/1/2015,1075,1111,0,257,206,0,23,486,7,1,32,40,526,,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2015,6,2/2/2015,2/8/2015,1021,1056,0,199,212,0,27,438,19,0,28,47,485,,Regional Outbreak
Italy,European Region of WHO,South West Europe,2015,7,2/9/2015,2/15/2015,893,919,0,128,179,0,25,332,18,0,27,45,377,,Regional Outbreak
Italy,European Region of WHO,South West Europe,2015,8,2/16/2015,2/22/2015,760,800,0,67,142,0,18,227,17,0,28,45,272,,Regional Outbreak
Italy,European Region of WHO,South West Europe,2015,9,2/23/2015,3/1/2015,678,694,0,30,88,0,19,137,0,0,64,64,201,,Local Outbreak
Italy,European Region of WHO,South West Europe,2015,10,3/2/2015,3/8/2015,551,552,0,32,49,0,13,94,0,0,70,70,164,,Local Outbreak
Italy,European Region of WHO,South West Europe,2015,11,3/9/2015,3/15/2015,382,382,0,16,27,0,11,54,0,0,61,61,115,,Sporadic
Italy,European Region of WHO,South West Europe,2015,12,3/16/2015,3/22/2015,325,328,0,8,21,0,5,34,0,0,50,50,84,,Sporadic
Italy,European Region of WHO,South West Europe,2015,13,3/23/2015,3/29/2015,324,132,0,3,9,0,4,16,0,0,24,24,40,,Sporadic
Italy,European Region of WHO,South West Europe,2015,14,3/30/2015,4/5/2015,241,242,0,4,9,0,2,15,0,0,35,35,50,,Sporadic
Italy,European Region of WHO,South West Europe,2015,15,4/6/2015,4/12/2015,193,193,0,1,2,0,3,6,0,0,22,22,28,,Sporadic
Italy,European Region of WHO,South West Europe,2015,16,4/13/2015,4/19/2015,145,149,0,4,1,0,1,6,1,0,14,15,21,,Sporadic
Italy,European Region of WHO,South West Europe,2015,17,4/20/2015,4/26/2015,109,105,0,1,0,0,0,1,0,0,3,3,4,,Sporadic
Italy,European Region of WHO,South West Europe,2015,18,4/27/2015,5/3/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,19,5/4/2015,5/10/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,20,5/11/2015,5/17/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,21,5/18/2015,5/24/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,22,5/25/2015,5/31/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,23,6/1/2015,6/7/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,24,6/8/2015,6/14/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,25,6/15/2015,6/21/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,26,6/22/2015,6/28/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,27,6/29/2015,7/5/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,28,7/6/2015,7/12/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,29,7/13/2015,7/19/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,30,7/20/2015,7/26/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,31,7/27/2015,8/2/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,32,8/3/2015,8/9/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,33,8/10/2015,8/16/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,34,8/17/2015,8/23/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,35,8/24/2015,8/30/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,36,8/31/2015,9/6/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,37,9/7/2015,9/13/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,38,9/14/2015,9/20/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,39,9/21/2015,9/27/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,40,9/28/2015,10/4/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,41,10/5/2015,10/11/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,42,10/12/2015,10/18/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,43,10/19/2015,10/25/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,44,10/26/2015,11/1/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,45,11/2/2015,11/8/2015,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2015,46,11/9/2015,11/15/2015,117,101,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Italy,European Region of WHO,South West Europe,2015,47,11/16/2015,11/22/2015,131,106,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Italy,European Region of WHO,South West Europe,2015,48,11/23/2015,11/29/2015,147,114,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
Italy,European Region of WHO,South West Europe,2015,49,11/30/2015,12/6/2015,129,146,0,0,1,0,1,2,0,0,0,0,2,,Sporadic
Italy,European Region of WHO,South West Europe,2015,50,12/7/2015,12/13/2015,150,157,0,1,2,0,0,3,0,0,0,0,3,,Sporadic
Italy,European Region of WHO,South West Europe,2015,51,12/14/2015,12/20/2015,220,220,0,4,2,0,0,6,0,0,1,1,7,,Sporadic
Italy,European Region of WHO,South West Europe,2015,52,12/21/2015,12/27/2015,141,141,0,7,3,0,0,10,0,0,0,0,10,,Sporadic
Italy,European Region of WHO,South West Europe,2015,53,12/28/2015,1/3/2016,,234,0,4,6,,1,11,0,0,0,0,11,,No Report
Italy,European Region of WHO,South West Europe,2016,1,1/4/2016,1/10/2016,,279,0,3,6,,2,11,0,0,3,3,14,,No Report
Italy,European Region of WHO,South West Europe,2016,2,1/11/2016,1/17/2016,,338,0,15,7,,5,27,1,7,11,19,46,,No Report
Italy,European Region of WHO,South West Europe,2016,3,1/18/2016,1/24/2016,,391,0,17,13,,1,31,1,17,16,34,65,,No Report
Italy,European Region of WHO,South West Europe,2016,4,1/25/2016,1/31/2016,,571,0,29,40,,9,78,5,51,46,102,180,,No Report
Italy,European Region of WHO,South West Europe,2016,5,2/1/2016,2/7/2016,,646,0,39,49,,7,95,2,71,60,133,228,,No Report
Italy,European Region of WHO,South West Europe,2016,6,2/8/2016,2/14/2016,,839,0,40,74,,5,119,1,72,65,138,257,,No Report
Italy,European Region of WHO,South West Europe,2016,7,2/15/2016,2/21/2016,,688,0,30,73,,5,108,2,71,80,153,261,,No Report
Italy,European Region of WHO,South West Europe,2016,8,2/22/2016,2/28/2016,,741,0,36,81,,6,123,1,86,110,197,320,,No Report
Italy,European Region of WHO,South West Europe,2016,9,2/29/2016,3/6/2016,,628,0,40,54,,11,105,5,52,95,152,257,,No Report
Italy,European Region of WHO,South West Europe,2016,10,3/7/2016,3/13/2016,,520,0,17,59,,6,82,2,43,67,112,194,,No Report
Italy,European Region of WHO,South West Europe,2016,11,3/14/2016,3/20/2016,,511,0,26,47,,4,77,1,36,81,118,195,,No Report
Italy,European Region of WHO,South West Europe,2016,12,3/21/2016,3/27/2016,,436,0,20,26,,5,51,3,27,56,86,137,,No Report
Italy,European Region of WHO,South West Europe,2016,13,3/28/2016,4/3/2016,,252,0,11,14,,4,29,2,14,39,55,84,,No Report
Italy,European Region of WHO,South West Europe,2016,14,4/4/2016,4/10/2016,,259,0,14,11,,7,32,1,9,25,35,67,,No Report
Italy,European Region of WHO,South West Europe,2016,15,4/11/2016,4/17/2016,,209,0,5,11,,4,20,1,2,20,23,43,,No Report
Italy,European Region of WHO,South West Europe,2016,16,4/18/2016,4/24/2016,,123,0,1,1,,3,5,0,2,12,14,19,,No Report
Italy,European Region of WHO,South West Europe,2016,17,4/25/2016,5/1/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,18,5/2/2016,5/8/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,19,5/9/2016,5/15/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,20,5/16/2016,5/22/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,21,5/23/2016,5/29/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,22,5/30/2016,6/5/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,23,6/6/2016,6/12/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,24,6/13/2016,6/19/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,25,6/20/2016,6/26/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,26,6/27/2016,7/3/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,27,7/4/2016,7/10/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,28,7/11/2016,7/17/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,29,7/18/2016,7/24/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,30,7/25/2016,7/31/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,31,8/1/2016,8/7/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,32,8/8/2016,8/14/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,33,8/15/2016,8/21/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,34,8/22/2016,8/28/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,35,8/29/2016,9/4/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,36,9/5/2016,9/11/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,37,9/12/2016,9/18/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,38,9/19/2016,9/25/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,39,9/26/2016,10/2/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,40,10/3/2016,10/9/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,41,10/10/2016,10/16/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,42,10/17/2016,10/23/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,43,10/24/2016,10/30/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,44,10/31/2016,11/6/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,45,11/7/2016,11/13/2016,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2016,46,11/14/2016,11/20/2016,210,209,0,0,10,0,2,12,0,0,0,0,12,198,Sporadic
Italy,European Region of WHO,South West Europe,2016,47,11/21/2016,11/27/2016,237,237,0,1,21,0,0,22,0,0,2,2,24,213,Sporadic
Italy,European Region of WHO,South West Europe,2016,48,11/28/2016,12/4/2016,288,288,0,0,48,0,1,49,0,0,0,0,49,239,Sporadic
Italy,European Region of WHO,South West Europe,2016,49,12/5/2016,12/11/2016,325,325,0,3,70,0,2,75,0,0,0,0,75,250,Sporadic
Italy,European Region of WHO,South West Europe,2016,50,12/12/2016,12/18/2016,504,504,0,0,143,0,9,152,0,0,1,1,153,351,Regional Outbreak
Italy,European Region of WHO,South West Europe,2016,51,12/19/2016,12/25/2016,627,627,0,7,221,0,25,253,0,0,0,0,253,374,Regional Outbreak
Italy,European Region of WHO,South West Europe,2016,52,12/26/2016,1/1/2017,658,658,0,3,258,0,37,298,0,0,0,0,298,360,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2017,1,1/2/2017,1/8/2017,648,648,0,1,217,0,52,270,0,0,3,3,273,375,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2017,2,1/9/2017,1/15/2017,834,834,0,4,298,0,57,359,0,0,6,6,365,469,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2017,3,1/16/2017,1/22/2017,810,819,0,4,305,0,31,340,0,0,3,3,343,467,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2017,4,1/23/2017,1/29/2017,646,848,0,1,278,0,29,308,0,0,6,6,314,332,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2017,5,1/30/2017,2/5/2017,639,638,0,0,191,0,37,228,9,0,4,13,241,398,Regional Outbreak
Italy,European Region of WHO,South West Europe,2017,6,2/6/2017,2/12/2017,615,615,0,2,150,0,7,159,9,1,3,13,172,443,Regional Outbreak
Italy,European Region of WHO,South West Europe,2017,7,2/13/2017,2/19/2017,491,491,0,4,81,0,1,86,10,2,3,15,101,387,Regional Outbreak
Italy,European Region of WHO,South West Europe,2017,8,2/20/2017,2/26/2017,506,506,0,0,44,0,3,47,7,1,7,15,62,444,Local Outbreak
Italy,European Region of WHO,South West Europe,2017,9,2/27/2017,3/5/2017,343,343,0,1,11,0,6,18,9,0,11,20,38,305,Sporadic
Italy,European Region of WHO,South West Europe,2017,10,3/6/2017,3/12/2017,392,392,0,1,11,0,3,15,3,0,11,14,29,363,Sporadic
Italy,European Region of WHO,South West Europe,2017,11,3/13/2017,3/19/2017,307,307,0,0,7,0,0,7,3,0,8,11,18,289,Sporadic
Italy,European Region of WHO,South West Europe,2017,12,3/20/2017,3/26/2017,250,250,0,0,4,0,0,4,1,0,2,3,7,243,Sporadic
Italy,European Region of WHO,South West Europe,2017,13,3/27/2017,4/2/2017,200,200,0,0,1,0,0,1,1,0,2,3,4,196,Sporadic
Italy,European Region of WHO,South West Europe,2017,14,4/3/2017,4/9/2017,181,181,0,0,1,0,0,1,0,0,3,3,4,177,Sporadic
Italy,European Region of WHO,South West Europe,2017,15,4/10/2017,4/16/2017,113,113,0,0,0,0,0,0,0,0,3,3,3,110,Sporadic
Italy,European Region of WHO,South West Europe,2017,16,4/17/2017,4/23/2017,123,123,0,1,0,0,0,1,2,0,0,2,3,120,Sporadic
Italy,European Region of WHO,South West Europe,2017,17,4/24/2017,4/30/2017,59,59,0,0,0,0,0,0,1,0,0,1,1,58,Sporadic
Italy,European Region of WHO,South West Europe,2017,18,5/1/2017,5/7/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,19,5/8/2017,5/14/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,20,5/15/2017,5/21/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,21,5/22/2017,5/28/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,22,5/29/2017,6/4/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,23,6/5/2017,6/11/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,24,6/12/2017,6/18/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,25,6/19/2017,6/25/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,26,6/26/2017,7/2/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,27,7/3/2017,7/9/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,28,7/10/2017,7/16/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,29,7/17/2017,7/23/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,30,7/24/2017,7/30/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,31,7/31/2017,8/6/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,32,8/7/2017,8/13/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,33,8/14/2017,8/20/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,34,8/21/2017,8/27/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,35,8/28/2017,9/3/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,36,9/4/2017,9/10/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,37,9/11/2017,9/17/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,38,9/18/2017,9/24/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,39,9/25/2017,10/1/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,40,10/2/2017,10/8/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,41,10/9/2017,10/15/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,42,10/16/2017,10/22/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,43,10/23/2017,10/29/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,44,10/30/2017,11/5/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,45,11/6/2017,11/12/2017,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2017,46,11/13/2017,11/19/2017,203,203,0,0,0,0,0,0,2,0,0,2,2,201,No Activity
Italy,European Region of WHO,South West Europe,2017,47,11/20/2017,11/26/2017,265,265,0,1,0,0,0,1,6,0,1,7,8,257,Sporadic
Italy,European Region of WHO,South West Europe,2017,48,11/27/2017,12/3/2017,271,271,0,7,1,0,2,10,7,0,11,18,28,243,Sporadic
Italy,European Region of WHO,South West Europe,2017,49,12/4/2017,12/10/2017,302,302,0,9,4,0,0,13,15,0,12,27,40,262,Sporadic
Italy,European Region of WHO,South West Europe,2017,50,12/11/2017,12/17/2017,543,543,0,38,9,,1,48,39,1,34,74,122,421,Sporadic
Italy,European Region of WHO,South West Europe,2017,51,12/18/2017,12/24/2017,620,620,0,66,6,,3,75,62,0,70,132,207,413,Local Outbreak
Italy,European Region of WHO,South West Europe,2017,52,12/25/2017,12/31/2017,830,830,0,141,9,,10,160,108,0,143,251,411,419,Local Outbreak
Italy,European Region of WHO,South West Europe,2018,1,1/1/2018,1/7/2018,462,426,0,52,28,,9,89,0,0,0,0,89,337,Local Outbreak
Italy,European Region of WHO,South West Europe,2018,2,1/8/2018,1/14/2018,1707,1707,0,256,13,,8,277,259,0,311,570,847,860,Regional Outbreak
Italy,European Region of WHO,South West Europe,2018,3,1/15/2018,1/21/2018,1540,1540,0,202,15,,8,225,224,1,230,455,680,860,Regional Outbreak
Italy,European Region of WHO,South West Europe,2018,4,1/22/2018,1/28/2018,1345,1345,0,180,13,,12,205,213,2,158,373,578,767,Regional Outbreak
Italy,European Region of WHO,South West Europe,2018,5,1/29/2018,2/4/2018,1282,1282,0,178,6,,13,197,210,0,133,343,540,742,Regional Outbreak
Italy,European Region of WHO,South West Europe,2018,6,2/5/2018,2/11/2018,1089,1089,0,149,5,,7,161,120,1,72,193,354,735,Regional Outbreak
Italy,European Region of WHO,South West Europe,2018,7,2/12/2018,2/18/2018,989,989,0,145,8,,5,158,91,,52,143,301,688,Regional Outbreak
Italy,European Region of WHO,South West Europe,2018,8,2/19/2018,2/25/2018,913,913,0,142,8,,6,156,82,1,38,121,277,636,Regional Outbreak
Italy,European Region of WHO,South West Europe,2018,9,2/26/2018,3/4/2018,724,724,0,77,6,,4,87,44,0,37,81,168,556,Regional Outbreak
Italy,European Region of WHO,South West Europe,2018,10,3/5/2018,3/11/2018,630,630,0,62,2,,3,67,30,0,21,51,118,512,Regional Outbreak
Italy,European Region of WHO,South West Europe,2018,11,3/12/2018,3/18/2018,420,420,0,46,2,,1,49,29,0,14,43,92,328,Local Outbreak
Italy,European Region of WHO,South West Europe,2018,12,3/19/2018,3/25/2018,333,333,0,25,1,,1,27,10,0,10,20,47,286,Local Outbreak
Italy,European Region of WHO,South West Europe,2018,13,3/26/2018,4/1/2018,262,262,0,12,3,,2,17,4,,5,9,26,237,Local Outbreak
Italy,European Region of WHO,South West Europe,2018,14,4/2/2018,4/8/2018,201,201,0,12,1,,,13,,,,,13,188,Local Outbreak
Italy,European Region of WHO,South West Europe,2018,15,4/9/2018,4/15/2018,187,187,0,5,,,2,7,,,1,1,8,179,Sporadic
Italy,European Region of WHO,South West Europe,2018,16,4/16/2018,4/22/2018,113,113,0,3,,,1,4,,,,,4,109,No Activity
Italy,European Region of WHO,South West Europe,2018,17,4/23/2018,4/29/2018,58,58,0,3,,,,3,,,,,3,55,No Activity
Italy,European Region of WHO,South West Europe,2018,18,4/30/2018,5/6/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,19,5/7/2018,5/13/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,20,5/14/2018,5/20/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,21,5/21/2018,5/27/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,22,5/28/2018,6/3/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,23,6/4/2018,6/10/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,24,6/11/2018,6/17/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,25,6/18/2018,6/24/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,26,6/25/2018,7/1/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,27,7/2/2018,7/8/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,28,7/9/2018,7/15/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,29,7/16/2018,7/22/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,30,7/23/2018,7/29/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,31,7/30/2018,8/5/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,32,8/6/2018,8/12/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,33,8/13/2018,8/19/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,34,8/20/2018,8/26/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,35,8/27/2018,9/2/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,36,9/3/2018,9/9/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,37,9/10/2018,9/16/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,38,9/17/2018,9/23/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,39,9/24/2018,9/30/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,40,10/1/2018,10/7/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,41,10/8/2018,10/14/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,42,10/15/2018,10/21/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,43,10/22/2018,10/28/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,44,10/29/2018,11/4/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,45,11/5/2018,11/11/2018,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2018,46,11/12/2018,11/18/2018,333,333,0,4,3,,,7,1,,,1,8,325,Sporadic
Italy,European Region of WHO,South West Europe,2018,47,11/19/2018,11/25/2018,392,392,0,6,13,,0,19,,,,,19,373,Sporadic
Italy,European Region of WHO,South West Europe,2018,48,11/26/2018,12/2/2018,461,461,0,7,11,,1,19,,,,,19,442,Sporadic
Italy,European Region of WHO,South West Europe,2018,49,12/3/2018,12/9/2018,488,488,0,9,9,,,18,,,,,18,470,Sporadic
Italy,European Region of WHO,South West Europe,2018,50,12/10/2018,12/16/2018,571,571,0,25,10,,0,35,,,,,35,536,Sporadic
Italy,European Region of WHO,South West Europe,2018,51,12/17/2018,12/23/2018,621,621,0,32,22,,1,55,,,,,55,566,Sporadic
Italy,European Region of WHO,South West Europe,2018,52,12/24/2018,12/30/2018,490,490,0,58,19,,6,83,,,,,83,407,Sporadic
Italy,European Region of WHO,South West Europe,2019,1,12/31/2018,1/6/2019,671,671,,97,41,,3,141,,,,,141,530,Local Outbreak
Italy,European Region of WHO,South West Europe,2019,2,1/7/2019,1/13/2019,974,974,,169,81,,15,265,1,1,1,3,268,706,Local Outbreak
Italy,European Region of WHO,South West Europe,2019,3,1/14/2019,1/20/2019,1387,1387,,344,176,,41,561,1,,1,2,563,824,Regional Outbreak
Italy,European Region of WHO,South West Europe,2019,4,1/21/2019,1/27/2019,1613,1613,,455,257,,14,726,,1,,1,727,886,Regional Outbreak
Italy,European Region of WHO,South West Europe,2019,5,1/28/2019,2/3/2019,1770,1770,,454,316,,62,832,,,,,832,938,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2019,6,2/4/2019,2/10/2019,1839,1839,,443,391,,84,918,,,,,918,921,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2019,7,2/11/2019,2/17/2019,1628,1628,,333,378,,30,741,,,,,741,887,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2019,8,2/18/2019,2/24/2019,1524,1524,,238,342,,81,661,,,2,2,663,861,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2019,9,2/25/2019,3/3/2019,1189,1189,,116,297,,54,467,,,,,467,722,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2019,10,3/4/2019,3/10/2019,1061,1061,,67,223,0,39,329,0,0,0,0,329,732,Regional Outbreak
